id,category,question,optionA,optionB,optionC,optionD,correctAnswer,explanation,level
2251,Science,What type of energy does food provide?,Kinetic,Thermal,Chemical,Nuclear,C,Food contains chemical energy in its bonds,Easy
2252,Science,Which planet has the most eccentric elliptical orbit?,Earth,Mars,Mercury,Venus,C,Mercury has the most elliptical orbit,Easy
2253,Science,What is the term for the study of the atmosphere?,Meteorology,Climatology,Atmospheric science,All of above,D,All these fields study atmospheric phenomena,Easy
2254,Science,Which type of reproduction involves only one parent?,Sexual,Asexual,Cross-fertilization,Conjugation,B,Asexual reproduction requires only one parent organism,Easy
2255,Science,What is the study of the relationship between organisms called?,Ecology,Evolution,Genetics,Taxonomy,A,Ecology studies interactions between living things,Easy
2256,Science,Which gas is essential for combustion to occur?,Nitrogen,Oxygen,Carbon dioxide,Hydrogen,B,Oxygen is required for combustion reactions,Easy
2257,Science,What is the term for the outer layer of the Earth?,Crust,Mantle,Core,Atmosphere,A,The crust is Earth's outermost solid layer,Easy
2258,Science,Which type of cell has a cell wall?,Animal cell,Plant cell,Both,Neither,B,Plant cells have rigid cell walls for support,Easy
2259,Science,What is the study of the properties of matter called?,Physics,Chemistry,Biology,Geology,B,Chemistry studies the properties and behavior of matter,Easy
2260,Science,Which organ produces hormones that regulate metabolism?,Pancreas,Thyroid,Adrenal,Pituitary,B,The thyroid gland regulates metabolic rate,Easy
2261,Science,What type of animal is a crab?,Fish,Mollusc,Crustacean,Echinoderm,C,Crabs are arthropods in the crustacean group,Easy
2262,Science,Which process converts nitrogen gas into usable forms?,Nitrogen fixation,Denitrification,Nitrification,Ammonification,A,Nitrogen fixation converts atmospheric N2 to ammonia,Easy
2263,Science,What is the term for the study of life in the past?,Paleontology,Archaeology,History,Anthropology,A,Paleontology studies ancient life through fossils,Easy
2264,Science,Which gas is produced by car exhausts?,Oxygen,Carbon monoxide,Nitrogen,Helium,B,Car engines produce carbon monoxide among other pollutants,Easy
2265,Science,What is the basic unit of heredity?,Gene,Chromosome,DNA,Allele,A,Genes are the functional units of heredity,Easy
2266,Science,Which type of lens makes objects appear larger?,Concave,Convex,Flat,Cylindrical,B,Convex lenses converge light and magnify images,Easy
2267,Science,What is the term for the study of the universe?,Astronomy,Astrology,Cosmology,Astrophysics,C,Cosmology studies the universe as a whole,Easy
2268,Science,Which organ filters waste from the blood?,Heart,Liver,Kidney,Spleen,C,Kidneys filter metabolic wastes from blood,Easy
2269,Science,What type of energy is associated with temperature?,Kinetic,Potential,Thermal,Chemical,C,Thermal energy is related to molecular motion,Easy
2270,Science,Which planet rotates fastest on its axis?,Earth,Mars,Jupiter,Saturn,C,Jupiter completes a rotation in about 10 hours,Easy
2271,Science,What is the term for the study of plant diseases?,Plant pathology,Botany,Horticulture,Agronomy,A,Plant pathology studies diseases affecting plants,Easy
2272,Science,Which type of reproduction produces clones?,Sexual,Asexual,Cross-breeding,Hybridization,B,Asexual reproduction creates genetically identical offspring,Easy
2273,Science,What is the study of the immune system called?,Immunology,Pathology,Microbiology,Virology,A,Immunology studies immune responses and disorders,Easy
2274,Science,Which gas is lighter than air and used in balloons?,Oxygen,Carbon dioxide,Helium,Nitrogen,C,Helium is less dense than air,Easy
2275,Science,What is the term for the breakdown of rocks by weather?,Erosion,Weathering,Sedimentation,Metamorphism,B,Weathering breaks down rocks through physical and chemical processes,Easy
2276,Science,Which organ system controls body functions?,Circulatory,Nervous,Respiratory,Digestive,B,The nervous system coordinates body activities,Easy
2277,Science,What type of animal is a lobster?,Fish,Mollusc,Crustacean,Echinoderm,C,Lobsters are marine crustaceans,Easy
2278,Science,Which process allows water to move up plant stems?,Transpiration,Osmosis,Diffusion,Active transport,A,Transpiration creates suction that pulls water upward,Easy
2279,Science,What is the term for the study of spiders?,Arachnology,Entomology,Arthropodology,Zoology,A,Arachnology specifically studies spiders and related arachnids,Easy
2280,Science,Which gas makes up most of the sun's mass?,Oxygen,Helium,Hydrogen,Carbon,C,The sun is primarily composed of hydrogen,Easy
2281,Science,What is the basic unit of electric charge?,Coulomb,Ampere,Volt,Ohm,A,The coulomb measures the quantity of electric charge,Easy
2282,Science,Which type of cell contains chloroplasts?,Animal cell,Plant cell,Bacterial cell,Fungal cell,B,Plant cells contain chloroplasts for photosynthesis,Easy
2283,Science,What is the term for the study of volcanoes?,Volcanology,Geology,Seismology,Petrology,A,Volcanology studies volcanic processes and phenomena,Easy
2284,Science,Which organ produces bile to digest fats?,Stomach,Liver,Pancreas,Gallbladder,B,The liver produces bile for fat digestion,Easy
2285,Science,What type of energy is possessed by moving objects?,Potential,Kinetic,Chemical,Nuclear,B,Kinetic energy is the energy of motion,Easy
2286,Science,Which planet has the most moons in our solar system?,Jupiter,Saturn,Uranus,Neptune,B,Saturn has over 140 confirmed moons,Easy
2287,Science,What is the term for the study of birds?,Ornithology,Entomology,Herpetology,Ichthyology,A,Ornithology is the scientific study of birds,Easy
2288,Science,Which gas is essential for plant growth?,Carbon dioxide,Oxygen,Nitrogen,Hydrogen,A,Plants need CO2 for photosynthesis and growth,Easy
2289,Science,What is the smallest unit of an element?,Atom,Molecule,Ion,Compound,A,Atoms are the smallest units that retain elemental properties,Easy
2290,Science,Which type of reproduction involves fertilization?,Asexual,Sexual,Binary fission,Budding,B,Sexual reproduction involves the fusion of gametes,Easy
2291,Science,What is the term for the study of the nervous system?,Neuroscience,Psychology,Psychiatry,Physiology,A,Neuroscience encompasses the study of the nervous system,Easy
2292,Science,Which organ regulates blood sugar levels?,Heart,Pancreas,Liver,Kidney,B,The pancreas produces insulin to control blood glucose,Easy
2293,Science,What type of animal is a shrimp?,Fish,Mollusc,Crustacean,Echinoderm,C,Shrimp are small marine crustaceans,Easy
2294,Science,Which process allows gases to enter and exit plant leaves?,Transpiration,Photosynthesis,Gas exchange,Respiration,C,Gas exchange occurs through leaf pores called stomata,Easy
2295,Science,What is the term for the study of reptiles and amphibians?,Herpetology,Ornithology,Mammalogy,Ichthyology,A,Herpetology studies reptiles and amphibians,Easy
2296,Science,Which gas is produced by lightning?,Ozone,Oxygen,Nitrogen oxides,Carbon dioxide,A,Lightning creates ozone from atmospheric oxygen,Easy
2297,Science,What is the basic unit of frequency?,Hertz,Joule,Watt,Newton,A,Hertz measures cycles per second,Easy
2298,Science,Which type of muscle is found in the heart?,Smooth,Skeletal,Cardiac,Voluntary,C,Cardiac muscle is specialized for heart function,Easy
2299,Science,What is the term for the study of soil?,Pedology,Geology,Botany,Agronomy,A,Pedology is the scientific study of soils,Easy
2300,Science,Which organ stores urine?,Kidney,Bladder,Ureter,Urethra,B,The bladder stores urine until elimination,Easy
2301,Science,What is the process by which genetic information is passed to offspring called?,Heredity,Evolution,Mutation,Selection,A,Heredity is the transmission of traits from parents to offspring,Medium
2302,Science,Which principle explains the relationship between electric and magnetic fields?,Faraday's law,Ohm's law,Coulomb's law,Maxwell's equations,D,Maxwell's equations describe electromagnetic field interactions,Medium
2303,Science,What is the term for the study of the chemical composition of celestial bodies?,Astrobiology,Astrochemistry,Cosmochemistry,Astrophysics,C,Cosmochemistry studies the chemical makeup of space objects,Medium
2304,Science,Which process converts light energy into electrical energy?,Photosynthesis,Photovoltaic effect,Photoelectric effect,Fluorescence,B,The photovoltaic effect converts light directly to electricity,Medium
2305,Science,What is the name of the boundary layer between the troposphere and stratosphere?,Tropopause,Stratopause,Mesopause,Thermopause,A,The tropopause separates the troposphere from the stratosphere,Medium
2306,Science,Which hormone regulates the sleep-wake cycle?,Insulin,Melatonin,Cortisol,Adrenaline,B,Melatonin is produced by the pineal gland to regulate circadian rhythms,Medium
2307,Science,What is the term for the study of the mechanical properties of biological materials?,Biomechanics,Biophysics,Bioengineering,Biotechnology,A,Biomechanics applies mechanical principles to biological systems,Medium
2308,Science,Which process describes the movement of water through soil and rock?,Infiltration,Percolation,Runoff,Evaporation,B,Percolation is water movement through porous materials,Medium
2309,Science,What is the name of the effect where light bends around obstacles?,Reflection,Refraction,Diffraction,Interference,C,Diffraction occurs when waves encounter obstacles or openings,Medium
2310,Science,Which type of chemical reaction involves the combination of elements?,Synthesis,Decomposition,Single replacement,Double replacement,A,Synthesis reactions combine simpler substances into more complex ones,Medium
2311,Science,What is the term for the study of the Earth's interior?,Geophysics,Geology,Seismology,Geochemistry,A,Geophysics uses physical methods to study Earth's interior,Medium
2312,Science,Which process allows cells to maintain their shape and internal pressure?,Osmotic pressure,Turgor pressure,Hydrostatic pressure,Atmospheric pressure,B,Turgor pressure maintains cell rigidity in plants,Medium
2313,Science,What is the name of the protective barrier that surrounds the Earth's magnetosphere?,Van Allen belts,Magnetopause,Bow shock,Solar wind,B,The magnetopause is the boundary of Earth's magnetic field,Medium
2314,Science,Which enzyme breaks down hydrogen peroxide in cells?,Catalase,Pepsin,Amylase,Lipase,A,Catalase decomposes hydrogen peroxide into water and oxygen,Medium
2315,Science,What is the term for the study of the origin and development of individual organisms?,Embryology,Phylogeny,Ontogeny,Morphology,A,Embryology studies the development of organisms from conception,Medium
2316,Science,Which process describes the formation of new blood vessels?,Angiogenesis,Hematopoiesis,Hemostasis,Phagocytosis,A,Angiogenesis is the formation of new blood vessels from existing ones,Medium
2317,Science,What is the name of the theory that explains how continents move?,Continental drift,Plate tectonics,Seafloor spreading,Pangaea theory,B,Plate tectonics explains continental movement through crustal plates,Medium
2318,Science,Which hormone is responsible for regulating calcium levels in blood?,Insulin,Parathyroid hormone,Calcitonin,Both B and C,D,Both PTH and calcitonin regulate blood calcium,Medium
2319,Science,What is the term for the study of the interaction between organisms and their genes?,Molecular ecology,Population genetics,Ecological genetics,Genomic ecology,C,Ecological genetics studies gene-environment interactions,Medium
