id,category,question,optionA,optionB,optionC,optionD,correctAnswer,explanation,level
508,Science,Hangi gezegende elmas yağar?,Toprak,Jüpiter,Neptün,Merkür,C,Neptün ve Uranüs'ün atmosferlerinde elmas yağmuru olması muhtemeldir,Medium
509,Sports,Dart oyununda bullseye'ın puan değeri kaçtır?,25,50,100,150,B,Dart oyunundaki hedef 50 puan değerindedir,Easy
510,Technology,TCP ne anlama geliyor?,Transfer Kontrol Protokolü,İletim Kontrol Protokolü,Teknik Hesaplama Protokolü,Terminal Bağlantı Protokolü,B,"TCP, İletim Kontrol Protokolü anlamına gelir",Medium
511,Science,Mohs ölçeğine göre en sert mineral hangisidir?,Kuvars,Korindon,Elmas,Topaz,C,"Elmas, Mohs sertlik ölçeğinde 10. sırada yer almaktadır",Easy
512,Math,17 sayısının 5'e bölümünden kalan kaçtır?,1,2,3,4,B,17 ÷ 5 = 3 kalan 2,Easy
513,Technology,LAN ne anlama geliyor?,Yerel Alan Ağı,Geniş Alan Ağı,Doğrusal Erişim Ağı,Sınırlı Alan Ağı,A,"LAN, Yerel Alan Ağı anlamına gelir",Easy
514,Science,Meyve sineklerinin kaç çift kromozomu vardır?,4,8,23,46,A,Meyve sineklerinin (Drosophila) 4 çift kromozomu vardır,Hard
515,Math,3x² + 5x - 2 denkleminde x'in katsayısı nedir?,3,5,-2,2,B,x'in katsayısı (x² değil) 5'tir,Easy
516,Technology,TypeScript'i hangi şirket yarattı?,Google,Microsoft,Facebook,Mozilla,B,"Microsoft, TypeScript'i JavaScript'in bir üst kümesi olarak oluşturdu",Medium
517,Science,K sembolü hangi elementtir?,Kripton,Potasyum,Kalsiyum,Karbon,B,"K, Potasyum'un Latince adı olan Kalium'dan gelen sembolüdür",Easy
518,Sports,Buz hokeyinde oyun alanına ne ad verilir?,Mahkeme,Buz pateni pisti,Alan,Saha,B,Buz hokeyi bir pistte oynanır,Easy
519,Technology,RSS ne anlama geliyor?,Gerçekten Basit Sendikasyon,Uzak Sunucu Sistemi,Hızlı Site Araması,Kaynak Paylaşım Sistemi,A,"RSS, Really Simple Syndication veya Rich Site Summary anlamına gelir",Medium
520,Science,Proteinin üçüncül yapısını hangi bağ türü stabilize eder?,İyonik bağlar,Hidrojen bağları,Disülfür bağları,Yukarıdakilerin hepsi,D,Çoklu bağ tipleri proteinin üçüncül yapısını stabilize eder,Easy
521,Math,3! (3 faktöriyel) nedir?,3,6,9,27,B,3! = 3 × 2 × 1 = 6,Easy
522,Technology,HTTPS genellikle hangi portu kullanır?,80,443,8080,3000,B,HTTPS genellikle 443 portunu kullanır,Medium
523,Science,Hıçkırığın sebebi nedir?,Mide asidi,Diyafram spazmları,Akciğer tahrişi,Boğaz kasları,B,Hıçkırık istemsiz diyafram spazmlarından kaynaklanır,Easy
524,Math,y = x² - 4x + 3 köşesinin y-koordinatı nedir?,-1,0,1,3,A,Tepe noktası x = 2'de olduğundan y = 4 - 8 + 3 = -1,Hard
525,Technology,Slack hangi şirkete aittir?,Satış gücü,Microsoft,Google,Amazon,A,"Salesforce, 2021'de Slack'i satın aldı",Easy
526,Science,Samanyolu ne tür bir galaksidir?,Eliptik,Sarmal,Düzensiz,Merceksi,B,Samanyolu sarmal bir galaksidir,Easy
527,Sports,Satranç tahtasında kaç kare vardır?,32,64,128,256,B,Bir satranç tahtasında 64 kare (8×8) vardır,Easy
528,Technology,BSD'nin açılımı nedir?,Berkeley Yazılım Dağıtımı,Temel Sistem Tasarımı,İkili Sistem Verileri,Yedekleme Depolama Aygıtı,A,"BSD, Berkeley Yazılım Dağıtımı anlamına gelir",Hard
529,Science,Beyaz kan hücrelerinin işlevi nedir?,Oksijen taşımak,Enfeksiyonla mücadele,Pıhtılaşmış kan,Yiyecekleri sindirmek,B,Beyaz kan hücreleri bağışıklık sisteminin bir parçası olarak enfeksiyonla savaşır,Easy
530,Math,Günah(x) süresi nedir?,π,2π,π/2,4π,B,Sin(x) periyodu 2π'dir,Medium
531,Technology,eBay'in orijinal adı neydi?,MüzayedeWeb,BuyWeb,Pazar Yeri,TradeNet,A,"eBay, 1995 yılında kurulduğunda başlangıçta AuctionWeb olarak adlandırılıyordu",Medium
532,Technology,PWM ne anlama geliyor?,Darbe Genişliği Modülasyonu,Güç Dalgası Yönetimi,Genel WiFi Modu,Kişisel Web Yöneticisi,A,"PWM, elektronikte kullanılan Darbe Genişlik Modülasyonu anlamına gelir",Medium
533,Science,Ortalama insan vücut sıcaklığı Fahrenheit cinsinden kaçtır?,36°C,37°C,98.6°F,"99,6°F",C,"Normal insan vücut sıcaklığı yaklaşık 98,6°F'dir",Easy
534,Math,cos(x)'in türevi nedir?,-günah(x),günah(x),-cos(x),cos(x),A,cos(x)'in türevi -sin(x)'tir,Medium
535,Technology,YAML ne anlama geliyor?,Başka Bir İşaretleme Dili,"YAML, İşaretleme Dili Değildir",Ortalama İşaretleme Diliniz,Evet Başka Bir Meta Dil,B,"YAML, yinelemeli olarak YAML Ain't Markup Language'ın kısaltmasıdır",Hard
536,Science,Yetişkin bir insanın genellikle kaç dişi vardır?,28,30,32,36,C,Yetişkin insanlarda genellikle yirmi yaş dişleri de dahil olmak üzere 32 diş bulunur,Easy
537,Sports,Bowlingde tek bir frame'de alınabilecek en yüksek skor nedir?,20,30,40,50,B,Bir karede alınabilecek en yüksek puan 30'dur (vuruş artı iki vuruş daha),Medium
538,Math,e⁰'nin değeri nedir?,0,1,e,Tanımsız,B,Herhangi bir sayının 0'ıncı kuvveti 1'e eşittir,Easy
539,Technology,M1 çipini hangi firma üretiyor?,Intel,Elma,AMD,Qualcomm,B,"Apple, M1 çipini tasarlıyor ve üretiyor",Easy
540,Science,Büyük Kırmızı Leke hangi gezegende bulunur?,Mars,Jüpiter,Satürn,Neptün,B,Jüpiter'de Büyük Kırmızı Leke fırtınası var,Easy
541,Math,-25'in mutlak değeri nedir?,25,-25,0,50,A,-25'in mutlak değeri 25'tir,Easy
542,Technology,DDoS ne anlama geliyor?,Dağıtılmış Hizmet Reddi,Doğrudan Hizmet Reddi,Veri Hizmet Reddi,Dijital Hizmet Reddi,A,"DDoS, Dağıtılmış Hizmet Reddi saldırısı anlamına gelir",Easy
543,Science,Samanyolu'na en yakın galaksi hangisidir?,Kentaurus A,Andromeda,Üçgen,Büyük Macellan Bulutu,B,"Andromeda, Samanyolu'na en yakın büyük galaksidir",Medium
544,Sports,NBA basketbolunda bir çeyrek kaç dakikadır?,10,12,15,20,B,NBA basketbolunda her çeyrek 12 dakikadır,Easy
545,Technology,Webhook ne anlama geliyor?,Ağ kancası balıkçılığı,HTTP geri araması,Web sitesi yer imi,Web barındırma kancası,B,"Webhook, başka bir uygulamaya yapılan bir HTTP geri aramasıdır",Medium
546,Science,Evrensel bağışçı hangi kan grubuna sahiptir?,A,B,AB,O negatif,D,0 negatif kan her kan grubuna verilebilir,Easy
547,Math,16'nın 1/2'nci kuvveti kaçtır?,2,4,8,256,B,16^(1/2) 16'nın kareköküdür ve 4'e eşittir,Medium
548,Technology,Windows'ta BSOD ne anlama geliyor?,Ölümün Mavi Ekranı,Karanlığın Siyah Ekranı,Temel Sistem Çalışması Aşağı,Önyükleme Sistemi İşlemi Reddedildi,A,"BSOD, Mavi Ekran Ölüm hatası ekranı anlamına gelir",Easy
549,Science,Kanın pıhtılaşması için hangi vitamin gereklidir?,A vitamini,C vitamini,K vitamini,E vitamini,C,K vitamini kanın pıhtılaşması için gereklidir,Medium
550,Math,Herhangi bir çokgenin dış açılarının toplamı kaçtır?,180°,360°,540°,720°,B,Herhangi bir çokgenin dış açılarının toplamı her zaman 360°'dir,Medium
551,Technology,Vimeo'yu hangi şirket kurdu?,Yahoo,IAC,Google,Facebook,B,"Vimeo, IAC (InterActiveCorp) tarafından oluşturuldu",Hard
552,Science,Atom numarası 79 olan element hangisidir?,Gümüş,Altın,Platin,Merkür,B,Altının (Au) atom numarası 79'dur,Medium
553,Sports,En uzun tenis maçı formatı hangisidir?,3'ün En İyisi,5'in En İyisi,7'nin En İyisi,İlk 10'a kadar,B,Erkekler Grand Slam maçları 5 set üzerinden oynanır,Easy
554,Technology,Programlamada ORM ne anlama gelir?,Nesne İlişkisel Eşleme,Çevrimiçi Kaynak Yönetimi,Operasyonel Risk Yönetimi,Nesne Kaynak Modeli,A,"ORM, Nesne-İlişkisel Eşleme anlamına gelir",Medium
555,Science,Kaç tane kranial sinir vardır?,8,10,12,14,C,12 çift kranial sinir vardır,Medium
556,Math,ln(1) nedir?,0,1,e,Tanımsız,A,1'in doğal logaritması 0'dır,Medium
557,Technology,Beats Electronics hangi şirkete aittir?,Sony,Elma,Bose,SAMSUNG,B,"Apple, 2014 yılında Beats Electronics'i satın aldı",Easy
558,Science,Güneş sistemimizdeki en küçük gezegen hangisidir?,Mars,Merkür,Plüton,Venüs,B,"Merkür, güneş sistemimizdeki en küçük gezegendir",Easy
559,Technology,NoSQL ne anlama geliyor?,SQL yok,Sadece SQL değil,Sıralı Olmayan Sorgu Dili,Yeni SQL,B,"NoSQL, Yalnızca SQL Değil anlamına gelir",Medium
560,Science,Sirke ve karbonatı karıştırdığınızda hangi gaz açığa çıkar?,Oksijen,Hidrojen,Karbondioksit,Azot,C,Sirke ve karbonatı karıştırmak karbondioksit üretir,Easy
561,Sports,Beyzbolda bir vuruş kaç strike ile yapılır?,2,3,4,5,B,Beyzbolda üç vuruş bir dışarı atılmayı oluşturur,Easy
562,Technology,JWT'nin açılımı nedir?,Java Web Simgesi,JSON Web Simgesi,JavaScript Web Simgesi,Sadece Web Token,B,"JWT, JSON Web Token'ın kısaltmasıdır",Medium
563,Science,Safra hangi organ tarafından üretilir?,Karın,Karaciğer,Pankreas,Böbrek,B,Karaciğer sindirim için safra üretir,Easy
564,Math,y = x² fonksiyonunun değer kümesi nedir?,y ≥ 0,y ≤ 0,Tüm gerçek sayılar,y > 0,A,y = x² aralığı tüm negatif olmayan reel sayılardır,Medium
565,Technology,Windows'ta bir eylemi geri alan klavye kısayolu hangisidir?,Ctrl+Y,Ctrl+Z,Ctrl+X,Ctrl+U,B,"Ctrl+Z, Windows'taki son eylemi geri alır",Easy
566,Science,Bir balığın kalbinde kaç odacık vardır?,1,2,3,4,B,Balıkların genellikle iki odacıklı kalpleri vardır,Medium
567,Math,Karmaşık sayılarda i³ nedir?,-Ben,Ben,-1,1,A,i³ = i² × i = -1 × i = -i,Medium
568,Technology,Web geliştirmede DOM ne anlama geliyor?,Belge Nesne Modeli,Veri Nesnesi Yönetimi,Doğrudan Nesne Manipülasyonu,Belge Odaklı İşaretleme,A,"DOM, Belge Nesne Modeli anlamına gelir",Easy
569,Science,İnsan vücudundaki en sert doku hangisidir?,Kemik,Diş minesi,Kıkırdak,Tendon,B,Diş minesi insan vücudundaki en sert dokudur,Easy
570,Sports,Elmas üzerinde hangi spor oynanır?,Basketbol,Beyzbol,Tenis,Hokey,B,"Beyzbol, elmas şeklindeki bir sahada oynanır",Easy
571,Technology,CDN ne işe yarar?,Veri depolama,İçerik teslim hızı,Kod geliştirme,Müşteri verileri,B,CDN (İçerik Dağıtım Ağı) içerik dağıtımını hızlandırır,Easy
572,Science,Güneş ne ​​tür bir yıldızdır?,Kırmızı dev,Beyaz cüce,Sarı cüce,Mavi dev,C,Güneş sarı cüce yıldız olarak sınıflandırılır,Easy
573,Math,150'nin %20'si kaçtır?,20,25,30,35,C,"150'nin %20'si = 0,20 × 150 = 30",Easy
574,Technology,GPU hızlandırma ne işe yarar?,İnternet hızı,Grafiksel görüntüleme,Depolama kapasitesi,RAM kullanımı,B,"GPU hızlandırma, grafikleri ve paralel işlemeyi hızlandırır",Easy
575,Science,İnsan kanının pH değeri nedir?,6.5,7.0,7.4,8.0,C,"Normal insan kanının pH değeri 7,4 civarındadır",Medium
576,Math,30°'lik açının tümleyeni nedir?,30°,60°,90°,150°,B,"Tamamlayıcı açıların toplamı 90°'dir, yani 90° - 30° = 60°",Easy
577,Technology,Google hangi yıl kuruldu?,1996,1998,2000,2002,B,"Google, 1998 yılında Larry Page ve Sergey Brin tarafından kuruldu",Easy
578,Science,Paslanmaya ne sebep olur?,Sadece su,Sadece oksijen,Su ve oksijen,Sıcaklık,C,"Pas, demirin su ve oksijenle reaksiyona girmesiyle oluşur",Easy
579,Sports,Futbolda hat-trick kaç gol eder?,2,3,4,5,B,"Üç gol atmak, bir maçta 3 gol atmaktır",Easy
580,Technology,Regex ne işe yarar?,Grafikler,Desen eşleştirme,Ağ yönlendirme,Veritabanı sorguları,B,"Regex (düzenli ifadeler), metinde desen eşleştirmesi için kullanılır",Easy
581,Science,Miyelinli nöronlarda sinir sinyallerinin daha hızlı iletilmesini sağlayan süreç hangisidir?,Sıçrayıcı iletim,Sürekli iletim,Sinaptik iletim,Aksiyon potansiyeli,A,"Sıçrayıcı iletim, sinyallerin Ranvier düğümleri arasında sıçramasına izin verir",Medium
582,Math,Bir parabolün tepe noktası nasıldır?,y = ax² + bx + c,y = a(x-h)² + k,y = mx + b,x² + y² = r²,B,"Tepe noktası biçimi y = a(x-h)² + k'dir, burada (h",k) is the vertex
583,Technology,Kriptografide SHA ne anlama geliyor?,Güvenli Karma Algoritması,Sistem Karma Uygulaması,Standart Karma Mimarisi,Güvenlik Karma Kimlik Doğrulaması,A,"SHA, Güvenli Karma Algoritması anlamına gelir",Medium
584,Science,Kaç çeşit damar vardır?,2,3,4,5,B,"3 çeşidi vardır: atardamarlar, toplardamarlar ve kılcal damarlar",Easy
585,Math,1 + 2 + 3 + ... + 100'ün toplamı kaçtır?,4950,5000,5050,5100,C,Toplam = n(n+1)/2 = 100(101)/2 = 5050,Medium
586,Technology,React Native'i hangi şirket geliştirdi?,Google,Facebook,Microsoft,Twitter,B,Facebook (şimdi Meta) React Native'i geliştirdi,Easy
587,Science,Sıvı azotun kaynama noktası nedir?,-196°C,-173°C,-96°C,-273°C,A,Sıvı nitrojen -196°C veya -321°F'de kaynar,Hard
588,Sports,Okçulukta hedefin ortasındaki daire ne renktir?,Kırmızı,Sarı,Siyah,Altın,D,Okçuluk hedefinin merkezi altındır (veya sarıdır),Easy
589,Technology,P ve NP neyi ifade eder?,Programlama dilleri,Karmaşıklık teorisi problemi,Ağ protokolleri,Veritabanı türleri,B,"P ve NP, bilgisayar bilimlerinde çözülememiş büyük bir sorundur",Hard
590,Science,Evrenin yüzde kaçı karanlık maddeden oluşuyor?,%5,%27,%68,%95,B,Karanlık madde evrenin yaklaşık %27'sini oluşturuyor,Medium
591,Math,Bileşik faizin formülü nedir?,A = P(1 + rt),A = P(1 + r)^t,A = P(1 + r/n)^(nt),A = Prt,C,Bileşik faiz formülü A = P(1 + r/n)^(nt)'dir,Medium
592,Technology,Web güvenliğinde XSS ne anlama geliyor?,Siteler Arası Komut Dosyası Çalıştırma,Ekstra Güvenli Site,XML Site Güvenliği,Genişletilmiş Sunucu Komut Dosyası,A,"XSS, Cross-Site Scripting güvenlik açığı anlamına gelir",Medium
593,Science,En reaktif metal hangisidir?,Altın,Sodyum,Fransiyum,Ütü,C,Fransiyum periyodik tablodaki en reaktif metaldir,Hard
594,Math,sec(x) cos(x) cinsinden nedir?,cos(x),1/cos(x),-cos(x),cos²(x),B,"Sekant, kosinüsün tersidir: sec(x) = 1/cos(x)",Medium
595,Technology,MongoDB'yi hangi şirket kurdu?,Kehanet,MongoDB A.Ş.,Amazon,Google,B,"MongoDB Inc., MongoDB veritabanını oluşturdu",Easy
596,Science,Hangi gezegenin günü en kısadır?,Merkür,Venüs,Jüpiter,Mars,C,Jüpiter'in günü yaklaşık 10 saatle en kısadır,Medium
597,Sports,Bir ragbi ligi takımında kaç oyuncu vardır?,13,15,11,9,A,Ragbi liginde her takımda sahada 13 oyuncu bulunur,Medium
598,Technology,MIME türü neyi ifade eder?,E-posta türü,Dosya türü,Bellek türü,Modül tipi,B,MIME türü bir dosyanın niteliğini ve biçimini belirtir,Medium
599,Science,Aurora borealis'e ne sebep olur?,Ay yansıması,Güneş parçacıkları,Dünya'nın çekirdeği,Okyanus akıntıları,B,Güneş parçacıklarının Dünya'nın manyetik alanıyla etkileşimi auroralara neden oluyor,Easy
600,Math,Mesafe formülü nedir?,d = √((x₂-x₁)² + (y₂-y₁)²),d = (x₂-x₁) + (y₂-y₁),d = |x₂-x₁| + |y₂-y₁|,d = (x₂+x₁)² + (y₂+y₁)²,A,Uzaklık = √((x₂-x₁)² + (y₂-y₁)²),Medium
601,Technology,CI/CD ne anlama geliyor?,Sürekli Entegrasyon/Sürekli Dağıtım,Bilgisayar Arayüzü/Kontrol Tasarımı,Kod Entegrasyonu/Kod Geliştirme,Merkezi İstihbarat/Merkezi Veritabanı,A,"CI/CD, Sürekli Entegrasyon/Sürekli Dağıtım anlamına gelir",Medium
602,Science,İnsanların çoğunun kaç kaburgası vardır?,20,22,24,26,C,Çoğu insanın 24 kaburgası (12 çift) vardır,Easy
603,Math,5'in çarpmaya göre tersi nedir?,0.2,"0,5",5,-5,A,"5'in çarpımsal tersi 1/5 = 0,2'dir",Easy
604,Technology,Hangi programlama dilinin logosunda yılan vardır?,Yakut,Python,Kobra,Perl,B,Python programlama dili logosunda bir yılan kullanıyor,Easy
605,Science,Hangi kan hücreleri oksijen taşır?,Beyaz kan hücreleri,Kırmızı kan hücreleri,Trombositler,Plazma,B,Kırmızı kan hücreleri vücudun her yerine oksijen taşır,Easy
606,Sports,Ragbi topunun şekli nedir?,Yuvarlak,Oval,Kare,Üçgen,B,Bir ragbi topu oval/eliptik bir şekle sahiptir,Easy
607,Technology,Programlamada FIFO ne anlama gelir?,İlk Giren İlk Çıkar,Dosya Girişi Dosya Çıkışı,Hızlı Giriş Hızlı Çıkış,Son Giriş Son Çıkış,A,"FIFO, İlk Giren İlk Çıkar kuyruk ilkesi anlamına gelir",Easy
608,Science,Dünya kabuğunda en çok bulunan element hangisidir?,Ütü,Silikon,Oksijen,Alüminyum,C,"Oksijen, Dünya kabuğunun yaklaşık %46'sını oluşturur",Medium
609,Math,x 0'a yaklaşırken sin(x)/x'in limiti nedir?,0,1,∞,Tanımsız,B,x→0 iken sin(x)/x'in limiti 1'dir,Hard
610,Technology,UAT ne anlama geliyor?,Kullanıcı Kabul Testi,Evrensel Uygulama Testi,Birleşik Erişim Terminali,Kullanıcı Hesap Türü,A,"UAT, Kullanıcı Kabul Testi anlamına gelir",Medium
611,Science,Dünya ekvatorda ne kadar hızlı döner?,500 mil/saat,1000 mil/saat,1500 mil/saat,2000 mil/saat,B,Dünya ekvatorda yaklaşık 1000 mil hızla döner,Medium
612,Math,Çarpma işleminin birim elemanı nedir?,0,1,-1,∞,B,"1, çarpma işleminin birim elemanıdır (n × 1 = n)",Easy
613,Technology,Figma hangi şirket tarafından yaratıldı?,Adobe,Figma A.Ş.,Taslak,InVision,B,"Figma Inc., Figma tasarım aracını yarattı",Easy
614,Science,Oda sıcaklığında sıvı halde bulunan tek metal hangisidir?,Galyum,Merkür,Sezyum,Brom,B,"Civa, oda sıcaklığında sıvı olan tek metaldir",Easy
615,Sports,Michael Phelps toplamda kaç madalya kazandı?,23,25,28,30,C,Michael Phelps toplamda 28 Olimpiyat madalyası kazandı,Medium
616,Technology,Veri işlemede ETL ne anlama geliyor?,Çıkarma Dönüştürme Yükleme,Transfer Bağlantısını Çalıştır,Harici Tablo Arama,Şifrelenmiş Aktarım Katmanı,A,"ETL, Çıkarma, Dönüştürme, Yükleme anlamına gelir",Medium
617,Science,Havanın yüzde kaçı azottur?,%21,%50,%78,%95,C,"Azot, Dünya atmosferinin yaklaşık %78'ini oluşturur",Easy
618,Math,2 6 18 54 geometrik dizisinin ortak oranı nedir?,2,3,4,6,B,Her terim 3 ile çarpıldığından ortak oran 3'tür,Easy
619,Technology,SSH genellikle hangi portu kullanır?,21,22,80,443,B,SSH (Güvenli Kabuk) genellikle 22 numaralı portu kullanır,Medium
620,Science,Sodyumun kimyasal sembolü nedir?,Na,Bu yüzden,SD,S,A,Na (Latince natrium'dan) sodyumun kimyasal sembolüdür,Easy
621,Math,15'in karesi kaçtır?,200,215,225,250,C,15'in karesi 15 × 15 = 225'e eşittir,Easy
622,Science,Gerilmiş bir yayda ne tür enerji depolanır?,Kinetik,Potansiyel,Termal,Kimyasal,B,Gerilmiş bir yay elastik potansiyel enerjiyi depolar,Easy
623,Sports,Bir kriket takımında kaç oyuncu vardır?,9,10,11,12,C,Bir kriket takımının sahada 11 oyuncusu vardır,Easy
624,Science,Kuvvetin SI birimi nedir?,Joule,Newton,Pascal,Watt,B,"Newton (N), kuvvetin SI birimidir",Easy
625,Math,Pi sayısının 3 ondalık basamağa yuvarlanmış değeri kaçtır?,3.141,3.142,3.143,3.144,B,Pi sayısı 3 ondalık basamağa yuvarlandığında 3.142 olur,Easy
626,Science,Mermer hangi kayaç türüdür?,Magmatik,Tortul,Metamorfik,Volkanik,C,"Mermer, kireçtaşından oluşan metamorfik bir kayadır",Easy
627,Technology,Bilgisayarlarda ROM ne anlama gelir?,Rastgele İşletim Belleği,Salt Okunur Bellek,Hafızada Çalıştır,Gerçek İşletim Belleği,B,"ROM, Salt Okunur Bellek anlamına gelir",Easy
628,Science,Büyük Kırmızı Leke hangi gezegende bulunur?,Mars,Jüpiter,Satürn,Neptün,B,Jüpiter'in Büyük Kırmızı Lekesi dev bir fırtınadır,Easy
629,Math,Bir dörtgenin açılarının toplamı kaçtır?,180°,270°,360°,450°,C,Herhangi bir dörtgenin açılarının toplamı 360 derecedir,Easy
630,Science,Balonların uçmasını sağlamak için hangi gaz kullanılır?,Oksijen,Azot,Helyum,Hidrojen,C,Helyum genellikle yüzen balonları doldurmak için kullanılır,Easy
631,Animals,Hangi memelinin hamileliği en uzun sürer?,Fil,Balina,Zürafa,Gergedan,A,Afrika fillerinin hamilelik süresi yaklaşık 22 aydır,Easy
632,Sports,Standart bir basketbol topunun çapı nedir?,8 inç,9 inç,"9,43 inç",10 inç,C,"Standart bir basketbol topunun çapı 9,43 inçtir",Medium
633,Science,Mantarları inceleyen bilim dalına ne ad verilir?,Mikoloji,Briyoloji,Psikoloji,Likenoloji,A,"Mikoloji, mantarlar da dahil olmak üzere mantarların incelenmesidir",Medium
634,Math,3/4 ondalık sayı olarak nedir?,"0,25","0,50","0,75",1.00,C,"3/4 ondalık sayı olarak 0,75'e eşittir",Easy
635,Science,pH ölçek aralığı nedir?,0-7,0-10,0-14,0-20,C,pH ölçeği 0 ile 14 arasında değişir,Easy
636,Technology,JPEG ne anlama geliyor?,Ortak Fotoğraf Uzmanları Grubu,Java Resim Uzantısı Grubu,Ortak Resim Uzatma Grubu,Java Fotoğraf Uzmanları Grubu,A,"JPEG, Ortak Fotoğraf Uzmanları Grubu anlamına gelir",Medium
637,Science,İnsan ayağında kaç kemik vardır?,26,27,28,29,A,İnsan ayağı 26 kemikten oluşur,Medium
